workclass_id,education_id,occupation_id,sex_id,race_id,age,capital-gain,capital-loss,hours-per-week,income-per-year
3,15,2,0,4,37,0,0,40,<=50K
3,15,6,0,2,28,0,0,25,<=50K
3,11,11,0,1,30,0,1573,35,<=50K
1,9,10,1,4,34,0,0,40,>50K
1,15,5,1,4,29,0,0,50,<=50K
5,10,9,1,4,48,0,1902,60,>50K
3,15,11,1,4,37,0,0,48,>50K
3,7,3,0,4,48,0,0,40,<=50K
0,11,7,1,2,32,0,0,40,<=50K
3,12,3,1,4,76,0,0,40,>50K
3,9,3,1,4,44,15024,0,60,>50K
5,12,9,0,4,47,0,0,50,<=50K
3,15,12,0,4,20,0,0,40,<=50K
3,11,2,1,4,29,0,0,40,<=50K
4,11,2,1,4,32,7688,0,40,>50K
,0,,0,4,17,34095,0,32,<=50K
3,1,5,1,4,30,0,0,40,<=50K
1,11,0,0,4,31,0,0,40,<=50K
3,11,5,1,4,42,0,0,40,<=50K
3,9,11,1,4,24,0,0,40,<=50K
3,14,9,1,4,38,0,0,40,>50K
5,11,7,1,4,56,0,1887,50,>50K
3,15,11,0,4,28,4064,0,25,<=50K
3,11,6,0,4,36,0,0,40,<=50K
3,6,5,1,4,53,0,0,50,<=50K
4,15,11,1,4,56,0,0,50,<=50K
1,8,2,1,2,49,0,0,40,>50K
3,15,11,1,4,55,0,0,56,<=50K
3,11,2,1,4,22,0,0,41,<=50K
3,15,7,0,4,21,0,0,40,<=50K
3,9,3,1,4,40,0,0,60,<=50K
3,9,3,1,2,30,0,0,40,<=50K
6,9,9,1,4,29,0,0,50,>50K
3,15,7,1,2,19,0,0,35,<=50K
3,9,3,0,4,47,0,0,40,>50K
3,15,0,0,4,20,0,1719,28,<=50K
3,7,0,1,4,31,0,0,40,>50K
,11,,1,4,35,0,0,40,<=50K
3,15,2,1,4,39,0,0,40,<=50K
3,7,11,0,4,28,0,0,60,<=50K
3,11,7,0,4,24,0,1762,40,<=50K
5,11,2,1,4,38,4386,0,35,<=50K
3,9,11,1,4,37,0,0,50,<=50K
3,7,12,0,2,46,0,0,36,<=50K
0,12,9,1,4,38,0,0,40,>50K
5,11,2,1,4,43,0,0,60,<=50K
3,8,0,0,4,27,0,0,35,<=50K
3,15,11,1,4,20,0,0,20,<=50K
3,15,2,1,1,49,0,0,40,>50K
4,11,2,1,4,61,0,0,40,<=50K
3,15,11,0,4,27,0,0,40,<=50K
3,15,7,1,4,19,0,0,30,<=50K
3,8,9,0,4,45,0,1564,40,>50K
3,15,12,1,4,70,0,0,40,<=50K
3,11,13,0,2,31,0,0,30,<=50K
3,15,7,1,4,22,0,0,24,<=50K
3,11,7,0,4,36,0,0,24,<=50K
3,1,2,1,4,64,0,2179,40,<=50K
,15,,0,4,43,0,0,40,<=50K
1,15,0,0,4,47,0,0,38,<=50K
3,11,0,0,4,34,0,0,40,<=50K
3,9,3,0,1,33,0,0,40,<=50K
3,11,2,1,4,21,0,0,35,<=50K
,11,,1,4,52,0,0,45,>50K
3,11,2,1,4,48,0,0,46,<=50K
3,9,5,1,4,23,0,0,40,<=50K
5,15,11,1,2,71,0,1816,2,<=50K
3,11,2,1,4,29,0,0,60,<=50K
3,9,7,1,2,42,0,0,50,<=50K
,3,,0,4,68,0,0,20,<=50K
3,11,7,0,4,25,0,0,40,<=50K
4,12,3,0,1,44,0,0,40,<=50K
3,11,3,0,1,28,0,0,40,<=50K
5,12,11,1,4,45,0,0,40,>50K
3,15,7,0,4,36,0,0,40,<=50K
0,7,3,1,4,39,0,0,42,<=50K
6,12,10,1,4,46,0,0,40,<=50K
3,1,5,1,4,18,0,0,16,<=50K
1,8,9,0,4,66,0,0,20,<=50K
3,11,7,1,4,27,0,1980,40,<=50K
6,11,10,1,4,28,0,0,40,<=50K
3,15,11,1,4,51,0,1977,40,>50K
3,9,2,1,4,27,0,0,50,<=50K
6,9,9,1,4,28,0,0,40,>50K
3,11,11,0,4,27,0,0,25,<=50K
3,11,2,1,2,21,0,0,40,<=50K
3,11,5,1,2,34,0,0,40,<=50K
3,11,7,1,4,18,0,0,12,<=50K
3,9,9,1,4,33,0,0,65,<=50K
1,15,3,1,2,44,0,0,38,>50K
3,15,0,0,4,43,0,0,40,<=50K
3,15,2,1,2,30,0,0,45,<=50K
3,5,6,1,4,40,0,0,40,>50K
0,15,0,1,4,37,0,0,42,>50K
3,11,0,1,2,34,0,0,40,<=50K
5,9,3,0,4,41,0,0,40,<=50K
,9,,0,4,53,0,0,50,<=50K
3,12,9,0,4,31,0,0,50,<=50K
6,10,9,1,4,58,0,0,1,>50K
3,15,6,0,2,38,0,0,28,<=50K
3,15,6,1,4,24,0,0,40,<=50K
1,9,2,1,2,41,0,0,40,<=50K
3,15,12,1,4,47,0,0,45,<=50K
0,9,12,1,4,41,0,0,24,<=50K
3,4,13,1,4,23,0,0,40,<=50K
3,15,2,1,4,36,0,0,40,<=50K
0,12,3,0,4,40,14084,0,55,>50K
3,12,9,1,4,35,7298,0,40,>50K
5,11,11,1,4,24,0,0,40,<=50K
3,12,9,0,4,26,0,1876,40,<=50K
,11,,1,4,19,0,0,40,<=50K
3,9,3,1,4,51,0,0,50,>50K
1,15,9,0,4,42,0,1340,40,<=50K
6,11,0,0,4,37,0,0,35,<=50K
3,1,11,0,4,18,0,0,40,<=50K
3,9,7,1,2,36,7298,0,36,>50K
3,11,2,1,4,35,0,0,60,<=50K
4,11,11,0,4,58,15024,0,35,>50K
3,1,11,0,4,17,0,0,12,<=50K
1,11,13,1,2,44,0,0,40,<=50K
3,11,2,1,4,37,0,0,40,>50K
3,15,11,0,0,35,0,0,40,<=50K
3,11,2,1,1,60,0,0,40,<=50K
4,5,6,1,4,54,0,0,40,>50K
3,9,3,1,2,37,0,0,60,>50K
3,7,11,0,4,50,0,0,40,<=50K
3,9,11,1,4,38,0,0,50,<=50K
3,9,9,1,4,45,0,0,55,<=50K
3,0,2,1,4,25,0,0,40,<=50K
3,15,5,1,4,31,0,0,40,<=50K
,3,,1,4,64,0,0,40,<=50K
3,11,7,1,2,90,0,2206,40,<=50K
3,11,0,1,2,54,0,0,20,<=50K
1,13,6,0,4,53,0,0,35,<=50K
3,11,11,0,4,18,0,0,40,<=50K
,0,,0,0,60,0,0,10,<=50K
5,11,4,1,4,66,1409,0,50,<=50K
3,8,0,0,4,75,0,0,20,<=50K
3,11,0,0,4,65,0,0,40,<=50K
3,1,13,1,2,35,3674,0,40,<=50K
3,11,11,0,2,41,0,0,38,<=50K
3,15,0,1,4,25,0,0,42,<=50K
3,15,2,0,3,33,0,0,40,<=50K
3,14,9,1,4,28,0,0,55,>50K
6,11,7,1,4,59,0,0,40,<=50K
6,15,0,0,4,40,0,0,38,<=50K
3,9,3,1,4,41,0,0,50,>50K
1,12,3,1,4,38,0,0,70,>50K
3,11,13,1,4,23,0,0,40,<=50K
3,9,9,1,4,40,0,0,40,>50K
5,11,7,0,4,41,0,0,20,<=50K
6,7,10,1,4,24,0,0,50,<=50K
,15,,1,4,20,0,0,20,<=50K
3,15,2,1,4,38,0,1741,40,<=50K
3,11,0,1,4,56,0,0,35,<=50K
3,11,0,1,4,58,0,0,45,>50K
3,11,7,0,4,32,0,0,34,<=50K
3,7,12,1,4,40,0,1977,60,>50K
3,11,0,1,4,45,0,0,40,<=50K
3,14,9,0,4,41,0,0,40,>50K
3,9,0,0,2,42,0,0,40,<=50K
1,0,7,0,2,59,0,0,30,<=50K
1,15,0,1,4,19,0,0,40,<=50K
3,15,13,1,4,58,0,0,20,<=50K
5,11,4,1,1,42,0,0,40,>50K
3,11,7,0,4,20,0,0,40,<=50K
3,11,7,0,4,32,0,0,30,<=50K
3,8,3,0,4,45,0,0,45,<=50K
3,5,2,1,4,50,0,0,40,<=50K
3,9,9,0,4,36,0,0,40,<=50K
3,11,11,1,4,45,0,0,60,<=50K
3,1,7,1,4,17,0,0,12,<=50K
3,15,11,1,4,59,4064,0,40,<=50K
3,1,2,1,4,26,0,0,40,<=50K
4,15,3,1,1,37,0,0,75,>50K
,15,,1,4,19,0,0,24,<=50K
3,11,3,1,4,64,0,0,40,>50K
3,9,9,0,4,33,0,0,45,<=50K
3,11,2,0,4,33,0,0,40,>50K
3,11,3,1,4,61,0,0,40,>50K
3,6,7,1,4,17,1055,0,24,<=50K
5,12,4,1,4,50,2407,0,98,<=50K
1,12,9,1,4,27,0,0,35,<=50K
3,11,9,0,4,30,0,0,40,<=50K
3,11,5,1,2,43,0,0,40,<=50K
3,15,2,1,4,44,7298,0,40,>50K
3,15,3,0,4,35,0,0,40,<=50K
3,15,12,0,4,25,0,0,40,<=50K
3,15,6,0,4,24,7298,0,48,>50K
3,9,9,0,4,22,0,0,15,<=50K
1,15,2,1,4,42,5178,0,40,>50K
3,7,11,0,2,34,0,0,45,<=50K
3,9,9,0,4,60,0,0,42,<=50K
3,11,5,1,4,21,0,0,40,<=50K
0,12,11,1,4,57,15024,0,40,>50K
3,14,9,1,4,41,0,0,60,>50K
3,15,7,1,4,50,0,0,45,<=50K
3,9,3,0,4,25,0,0,40,<=50K
3,5,2,1,4,50,0,0,40,<=50K
3,9,9,1,4,36,0,0,45,<=50K
3,11,9,0,4,31,0,0,40,<=50K
1,9,10,1,4,29,0,0,56,<=50K
3,15,11,1,4,21,0,0,45,<=50K
3,9,12,0,2,27,0,0,40,<=50K
3,11,13,1,4,65,0,0,16,<=50K
4,9,11,0,4,37,0,0,60,<=50K
,12,,0,1,39,3464,0,40,<=50K
3,11,2,1,4,24,0,0,40,<=50K
3,11,11,1,4,38,0,0,80,<=50K
3,9,0,1,4,48,7688,0,40,>50K
3,15,7,0,1,21,0,0,25,<=50K
3,11,13,1,4,31,0,0,45,>50K
3,11,11,1,4,55,4386,0,40,>50K
3,15,0,0,1,24,0,0,40,<=50K
3,11,0,0,4,43,0,0,40,<=50K
3,7,12,1,4,26,0,0,45,<=50K
3,7,9,0,4,46,0,0,33,<=50K
3,7,0,1,4,35,0,0,40,>50K
4,15,4,1,4,41,0,0,54,>50K
3,9,11,1,4,26,0,0,40,<=50K
3,12,3,1,1,34,7298,0,35,>50K
,15,,0,2,19,0,0,25,<=50K
5,9,9,0,2,36,0,0,40,>50K
3,15,11,1,4,22,0,0,15,<=50K
3,15,6,1,4,24,0,0,40,<=50K
5,15,11,1,4,77,0,0,40,<=50K
3,4,6,0,4,22,0,0,40,<=50K
3,15,12,0,4,29,0,0,40,<=50K
3,11,7,0,4,62,0,0,24,<=50K
5,11,3,1,4,39,0,0,40,<=50K
3,15,2,1,4,43,0,1485,50,<=50K
3,11,13,1,4,35,0,0,45,<=50K
3,1,3,0,4,29,0,0,40,<=50K
5,12,2,1,4,76,0,0,10,<=50K
5,11,4,1,4,63,0,0,45,<=50K
,8,,0,2,23,0,0,15,<=50K
3,15,9,0,4,43,0,1887,50,>50K
5,11,5,1,4,58,0,0,40,<=50K
3,11,13,1,4,66,2050,0,55,<=50K
3,15,2,1,2,41,0,0,45,<=50K
3,9,0,1,4,26,0,0,40,<=50K
3,8,7,1,4,47,0,0,40,<=50K
1,0,0,1,4,55,0,0,40,<=50K
3,11,13,1,4,53,0,0,40,<=50K
3,4,7,1,4,17,0,0,48,<=50K
3,11,2,1,4,30,0,0,40,<=50K
3,12,9,1,4,49,0,0,60,<=50K
3,11,11,1,2,19,0,0,30,<=50K
3,11,7,1,2,45,0,0,40,<=50K
3,7,11,1,4,26,0,0,40,<=50K
3,8,2,1,4,38,7298,0,40,>50K
6,11,10,1,4,36,7298,0,40,>50K
3,11,4,1,4,33,0,0,20,<=50K
6,15,10,0,2,22,0,0,40,<=50K
5,9,11,1,4,43,0,0,42,<=50K
,1,,1,4,67,0,0,8,<=50K
,8,,0,4,30,0,0,40,<=50K
3,7,7,1,4,56,0,0,25,<=50K
3,9,9,1,4,31,0,0,25,<=50K
3,9,3,1,4,33,0,0,40,>50K
3,11,7,1,4,26,0,0,40,<=50K
3,9,3,1,4,33,0,0,40,>50K
1,1,13,1,4,46,0,0,30,<=50K
,9,,1,4,59,0,0,40,>50K
0,11,0,1,4,38,0,0,40,>50K
3,1,7,1,3,65,0,0,40,<=50K
3,8,12,1,4,40,0,0,40,>50K
3,11,0,0,4,42,0,0,35,<=50K
5,6,2,1,4,26,0,0,40,<=50K
3,0,7,0,4,36,0,0,24,<=50K
3,12,9,1,4,62,0,0,40,>50K
3,9,13,1,4,43,0,0,45,<=50K
3,9,3,1,4,43,0,1564,45,>50K
3,11,11,1,4,22,0,0,55,<=50K
3,11,2,1,4,28,0,0,40,<=50K
5,15,11,1,4,56,0,0,45,<=50K
3,7,11,0,4,22,0,0,15,<=50K
3,9,3,0,4,57,0,0,45,>50K
3,11,11,0,4,39,0,0,40,<=50K
0,15,0,0,4,26,0,0,15,<=50K
3,1,7,1,4,17,0,0,10,<=50K
6,8,6,1,4,40,0,0,38,>50K
3,11,6,1,2,45,0,0,40,<=50K
3,11,2,1,2,44,0,0,40,<=50K
1,15,0,0,4,20,0,0,10,<=50K
3,11,2,0,4,33,0,0,40,<=50K
3,15,11,1,4,23,0,0,40,<=50K
5,12,3,1,4,46,0,0,30,<=50K
3,11,11,1,4,38,0,0,50,<=50K
3,11,13,1,4,54,0,0,40,<=50K
3,4,2,0,4,46,0,2339,45,<=50K
3,15,2,1,4,25,0,0,40,<=50K
3,15,11,0,4,46,0,0,40,<=50K
1,15,13,0,4,36,0,0,40,<=50K
3,11,7,0,4,23,0,0,25,<=50K
3,11,6,1,4,29,0,0,40,<=50K
3,15,0,0,4,44,0,2415,6,>50K
3,15,0,0,4,19,0,0,16,<=50K
3,11,7,0,4,19,0,0,40,<=50K
3,11,7,0,4,35,0,0,40,>50K
3,9,2,1,4,27,0,0,50,<=50K
5,7,2,1,4,46,0,0,40,<=50K
6,9,3,1,4,34,7688,0,45,>50K
3,11,7,0,4,34,0,0,35,<=50K
3,15,12,1,4,44,0,0,40,<=50K
3,15,5,0,4,45,0,0,40,<=50K
,11,,0,4,20,0,0,35,<=50K
3,9,3,1,4,25,0,0,55,>50K
4,9,3,1,4,52,0,0,50,>50K
3,15,5,1,4,20,0,0,40,<=50K
3,15,7,0,4,28,0,0,40,<=50K
6,9,10,1,4,50,0,0,40,>50K
3,8,12,0,4,34,0,0,64,<=50K
3,5,5,1,3,28,0,2179,40,<=50K
3,12,3,1,4,41,0,1977,65,>50K
3,11,0,1,4,28,0,0,40,<=50K
5,11,2,1,4,46,0,0,25,<=50K
,15,,0,4,28,0,1887,40,>50K
3,15,3,1,4,32,0,0,50,<=50K
1,15,7,0,2,41,0,0,24,<=50K
3,11,5,0,2,24,0,0,40,<=50K
3,15,3,0,4,33,0,0,40,<=50K
3,10,3,1,4,46,15024,0,60,>50K
6,15,6,1,4,31,0,0,40,<=50K
3,2,2,1,4,35,0,0,50,>50K
3,3,6,1,4,52,0,0,40,<=50K
3,1,7,0,4,30,0,0,19,<=50K
1,1,6,1,2,34,0,0,40,<=50K
6,11,13,0,4,34,0,0,40,<=50K
3,15,11,1,4,20,0,0,30,<=50K
3,1,5,1,4,17,2176,0,18,<=50K
6,9,3,0,4,32,0,0,40,>50K
3,11,4,1,4,29,0,0,40,<=50K
3,0,2,0,4,33,0,0,35,<=50K
3,11,13,1,4,25,0,0,60,<=50K
0,12,9,1,4,36,0,1408,40,<=50K
3,11,5,1,4,23,0,0,72,<=50K
4,11,3,1,4,63,0,0,40,>50K
1,12,9,1,4,47,0,0,40,<=50K
,11,,1,4,80,0,0,24,<=50K
,1,,1,4,17,0,0,40,<=50K
5,9,9,0,4,40,2174,0,40,<=50K
3,7,7,0,4,30,0,0,25,>50K
3,15,2,1,1,27,0,1980,40,<=50K
3,12,9,1,4,33,0,0,50,>50K
1,11,4,1,2,34,594,0,60,<=50K
1,15,10,0,4,34,0,0,40,<=50K
3,15,0,1,4,23,0,0,40,<=50K
1,15,0,0,4,42,0,0,40,<=50K
3,9,9,1,4,29,0,0,40,<=50K
3,11,0,0,4,45,0,0,28,<=50K
0,11,1,1,4,24,0,0,40,<=50K
3,15,9,1,4,44,0,0,40,>50K
3,6,2,1,4,27,0,0,40,<=50K
3,15,11,1,4,20,0,0,35,<=50K
3,11,3,0,2,44,0,0,40,<=50K
3,11,2,1,0,51,0,0,40,<=50K
3,11,6,1,4,20,0,0,40,<=50K
,1,,0,4,17,0,0,5,<=50K
3,11,6,0,2,19,0,0,40,<=50K
4,15,2,1,4,45,0,0,55,>50K
3,11,2,1,4,60,0,0,40,>50K
3,7,3,1,2,42,0,0,40,>50K
5,11,11,0,4,44,0,0,40,>50K
3,8,6,1,1,40,0,0,40,>50K
3,11,3,0,4,30,0,0,40,<=50K
3,15,13,1,2,38,0,0,50,<=50K
3,11,13,1,4,23,0,0,60,<=50K
,15,,1,4,32,0,0,40,<=50K
3,7,4,1,4,44,0,0,40,<=50K
1,11,13,1,2,54,0,0,40,<=50K
3,9,9,1,4,32,0,0,50,<=50K
3,3,2,1,4,50,0,0,40,<=50K
3,9,12,0,4,24,0,0,20,<=50K
3,11,0,0,4,37,0,0,60,<=50K
3,11,13,1,4,52,0,0,40,<=50K
3,15,13,1,4,38,0,0,40,<=50K
3,12,3,1,4,49,0,1977,45,>50K
3,9,12,0,4,30,0,0,16,>50K
3,15,9,1,4,60,0,0,40,>50K
,15,,1,4,22,0,0,40,<=50K
3,11,2,1,4,35,0,0,40,<=50K
3,11,13,1,4,30,0,0,60,<=50K
3,8,7,0,4,67,0,0,24,<=50K
3,9,2,0,4,46,0,0,40,<=50K
3,6,7,1,4,17,0,0,6,<=50K
3,15,5,1,4,22,0,0,30,<=50K
3,0,7,1,4,27,0,0,40,<=50K
3,11,7,0,4,23,0,0,35,<=50K
3,7,2,1,4,33,0,0,45,<=50K
5,15,2,1,4,43,0,0,20,<=50K
6,9,9,1,4,28,0,0,20,<=50K
3,11,2,0,4,41,0,0,40,<=50K
,2,,1,2,52,594,0,40,<=50K
3,15,0,0,2,25,0,0,20,<=50K
,3,,1,4,63,0,0,35,<=50K
1,11,13,1,4,59,0,0,45,<=50K
1,9,9,0,4,45,0,0,40,<=50K
3,9,11,1,4,38,15024,0,60,>50K
3,11,7,0,4,40,0,0,35,<=50K
0,11,0,1,4,46,0,0,40,<=50K
3,7,3,0,4,35,0,0,60,<=50K
3,11,9,0,4,34,0,0,25,<=50K
3,9,2,1,4,33,0,0,20,<=50K
3,11,0,0,4,41,0,0,36,<=50K
3,15,6,1,4,20,0,0,40,<=50K
3,4,7,1,4,23,0,0,40,<=50K
3,15,9,0,4,26,0,0,35,<=50K
,11,,1,4,72,0,0,20,<=50K
1,11,4,1,4,23,0,0,40,<=50K
1,11,13,1,4,62,0,0,40,<=50K
3,15,0,1,4,52,0,0,40,<=50K
3,15,7,0,4,58,0,0,42,<=50K
3,9,11,0,4,25,0,0,40,<=50K
3,9,3,1,2,24,0,0,40,<=50K
3,15,10,1,4,19,0,0,8,<=50K
3,15,3,1,4,43,0,0,40,<=50K
1,11,0,0,2,47,0,0,40,<=50K
3,11,7,0,4,39,0,0,40,<=50K
3,8,5,1,4,49,0,1380,42,<=50K
,4,,0,2,53,0,0,30,<=50K
3,8,2,1,4,32,0,0,45,<=50K
3,15,9,1,4,34,0,0,50,>50K
3,11,2,1,4,28,0,0,45,<=50K
,8,,0,4,57,0,0,38,<=50K
3,15,0,0,0,25,0,0,20,<=50K
,15,,1,4,20,0,0,24,<=50K
,15,,0,4,21,0,0,35,<=50K
3,9,9,1,4,34,0,0,50,>50K
4,9,3,1,4,38,15024,0,80,>50K
3,11,3,1,4,50,7688,0,50,>50K
1,15,5,1,2,24,0,0,50,<=50K
1,15,12,1,4,37,0,0,45,>50K
3,15,6,1,4,44,0,0,58,>50K
3,15,11,0,4,28,0,0,40,<=50K
3,9,3,1,4,42,0,0,40,>50K
3,15,0,0,4,74,0,0,9,<=50K
5,11,2,1,4,38,0,0,50,<=50K
5,12,9,1,4,44,0,0,40,<=50K
3,1,6,0,3,44,0,0,46,<=50K
3,11,6,1,4,26,0,0,40,<=50K
3,11,7,1,2,36,0,0,40,<=50K
3,7,3,0,4,41,0,0,50,>50K
3,14,9,1,4,67,20051,0,48,>50K
1,2,12,1,4,39,0,0,50,<=50K
3,3,8,0,2,57,0,0,30,<=50K
3,8,2,1,4,29,0,0,40,<=50K
4,9,4,0,4,31,0,0,45,<=50K
,11,,0,2,34,0,0,40,<=50K
3,15,13,1,4,44,0,0,40,<=50K
3,10,9,1,4,29,0,0,40,<=50K
3,15,5,0,4,30,0,0,40,<=50K
3,11,13,1,4,27,0,0,40,<=50K
3,15,11,1,4,27,0,0,50,<=50K
3,11,5,0,4,32,0,0,45,<=50K
3,0,7,0,4,58,0,0,8,<=50K
1,15,10,1,4,35,0,0,40,<=50K
3,11,5,1,4,21,0,0,36,<=50K
3,15,2,1,4,28,0,0,40,<=50K
5,15,3,1,4,46,0,0,50,<=50K
5,11,7,0,4,36,0,0,40,<=50K
3,1,0,0,4,72,0,0,40,<=50K
3,11,6,0,2,35,0,0,40,<=50K
0,8,2,0,2,33,0,0,40,>50K
3,1,6,0,4,69,0,0,40,<=50K
3,11,6,1,4,35,0,0,40,<=50K
3,11,0,0,4,31,0,0,20,<=50K
3,11,12,0,4,34,0,0,32,<=50K
3,1,7,1,4,30,0,0,40,<=50K
3,9,13,1,4,28,0,0,55,<=50K
3,9,11,1,4,54,0,0,35,>50K
3,15,9,1,4,47,0,0,50,>50K
3,11,5,0,2,24,0,0,40,<=50K
5,9,9,1,4,52,0,0,60,>50K
3,11,5,1,0,20,0,0,48,<=50K
4,12,3,1,4,43,5013,0,45,<=50K
3,5,7,0,4,45,0,0,40,<=50K
5,11,2,1,4,29,0,0,35,<=50K
3,12,3,1,4,47,0,0,42,<=50K
3,11,2,1,4,24,0,0,40,<=50K
3,11,9,1,4,51,0,0,40,<=50K
3,1,11,1,4,17,0,0,12,<=50K
3,8,2,1,4,37,0,1977,40,>50K
3,10,9,0,4,27,0,0,70,<=50K
3,9,3,1,4,29,0,0,40,>50K
,2,,1,4,18,0,0,25,<=50K
5,7,11,0,4,36,0,0,35,<=50K
1,9,9,0,4,58,0,0,40,<=50K
5,15,2,1,4,26,0,0,45,<=50K
,15,,1,4,65,0,0,30,>50K
3,11,11,1,4,57,0,0,40,>50K
3,11,2,1,4,59,0,0,40,<=50K
3,11,6,1,4,27,0,0,40,<=50K
5,9,12,1,4,31,0,0,40,<=50K
3,15,11,0,4,21,0,0,24,<=50K
3,15,0,1,4,29,0,0,60,<=50K
3,1,7,1,4,18,0,0,40,<=50K
3,0,2,1,4,52,0,1887,47,>50K
4,9,9,1,4,57,0,0,80,<=50K
,11,,1,4,42,0,0,40,<=50K
,11,,0,1,55,0,0,40,<=50K
3,5,13,1,4,60,0,0,48,>50K
3,9,9,1,4,31,7688,0,40,>50K
3,9,0,0,4,23,0,0,40,<=50K
3,11,11,1,4,27,0,0,40,<=50K
,15,,0,0,23,0,0,25,<=50K
5,14,9,1,4,42,0,1902,50,>50K
3,15,12,1,4,25,2174,0,40,<=50K
3,9,9,0,4,49,0,0,45,<=50K
3,9,12,1,4,32,0,0,40,<=50K
3,15,0,1,4,19,0,0,28,<=50K
3,5,7,0,4,60,0,0,40,<=50K
1,6,7,1,4,42,0,0,40,<=50K
5,7,4,1,4,35,0,0,40,<=50K
3,11,0,0,2,48,0,0,37,<=50K
3,12,2,1,4,51,0,0,40,>50K
3,11,2,1,0,29,0,0,40,<=50K
1,11,3,1,2,36,0,0,40,<=50K
3,0,7,0,4,17,0,0,21,<=50K
