,movie_id,genre_id
216,106,7
217,107,1
218,107,3
219,107,4
220,107,11
221,108,6
222,110,0
223,110,7
224,110,16
225,111,5
226,111,7
227,111,15
228,112,0
229,112,1
230,112,4
231,112,5
232,113,7
233,113,12
234,116,6
235,117,5
236,117,7
237,118,4
238,118,13
239,119,4
240,121,7
241,122,4
242,122,13
243,123,7
244,123,12
245,123,13
246,125,4
247,126,1
248,126,3
249,126,8
250,128,6
251,129,4
252,129,13
253,132,15
254,135,4
255,137,6
256,140,7
257,140,13
258,141,4
259,144,4
260,145,0
261,145,4
262,145,5
263,145,7
264,145,15
265,146,1
266,146,3
267,147,7
268,148,7
269,149,5
270,149,7
271,149,15
272,150,1
273,150,7
274,151,0
275,151,7
276,151,13
277,151,16
278,152,7
279,152,10
280,153,0
281,153,1
282,153,4
283,153,5
284,154,7
285,155,1
286,155,7
287,155,16
288,156,4
289,156,7
290,157,4
291,157,16
292,158,1
293,158,3
294,159,5
295,159,7
296,159,12
297,160,0
298,160,1
299,160,12
300,160,14
301,161,7
302,161,15
303,161,16
304,162,6
305,163,0
306,163,13
307,163,17
308,164,5
309,164,9
310,164,12
311,164,15
312,165,0
313,165,5
314,165,15
315,166,4
316,166,5
317,166,7
318,168,0
319,168,7
320,168,13
321,169,1
322,169,3
323,169,7
324,170,0
325,170,1
326,170,5
327,170,15
328,171,4
329,171,7
330,172,0
331,172,14
332,172,15
333,173,0
334,173,5
335,173,14
336,174,4
337,175,7
338,176,4
339,177,10
340,178,4
341,178,7
342,179,7
343,179,13
344,180,4
345,180,13
346,181,0
347,181,3
348,183,4
349,183,10
350,183,15
351,184,7
352,185,0
353,185,5
354,185,15
355,186,4
356,186,13
357,187,4
358,188,8
359,188,10
360,188,12
361,189,4
362,189,8
363,190,15
364,191,7
365,191,13
366,193,7
367,194,4
368,194,7
369,195,4
370,195,7
371,195,13
372,196,10
373,196,14
374,198,0
375,198,5
376,198,7
377,198,12
378,198,14
379,198,15
380,199,7
381,199,11
382,199,13
383,201,7
384,201,8
385,202,7
386,202,13
387,203,4
388,204,0
389,205,4
390,205,7
391,206,6
392,207,7
393,207,13
394,208,0
395,208,1
396,208,14
397,209,7
398,210,17
399,211,7
400,212,1
401,212,4
402,212,5
403,212,12
404,213,7
405,214,7
406,214,16
407,215,7
408,215,13
409,216,4
410,217,7
411,217,15
412,218,4
413,218,7
414,219,7
415,220,10
416,222,7
417,222,13
418,223,4
419,224,4
420,224,7
421,224,13
422,225,7
423,225,15
424,227,0
425,227,15
426,228,4
427,229,7
428,229,15
429,230,7
430,230,15
431,231,1
432,231,4
433,232,4
434,232,7
435,232,13
436,233,7
437,234,4
438,235,4
439,235,7
440,236,0
441,236,4
442,236,13
443,237,4
444,237,13
445,238,1
446,238,3
447,239,2
448,239,3
449,239,4
450,239,13
451,240,15
452,241,3
453,241,7
454,242,7
455,242,11
456,243,3
457,243,4
458,243,8
459,246,6
460,247,5
461,247,7
462,248,4
463,249,7
464,249,13
465,250,3
466,250,4
467,251,0
468,252,4
469,252,13
470,253,7
471,253,10
472,254,7
473,255,4
474,256,4
475,256,14
476,257,12
477,257,15
478,258,1
479,258,3
480,258,4
481,258,8
482,258,13
483,259,5
484,259,7
485,259,15
486,260,0
487,260,1
488,260,14
489,261,7
490,262,3
491,262,7
492,263,7
493,265,7
494,265,8
495,265,13
496,266,7
497,266,13
498,266,16
499,266,17
500,267,4
501,269,7
502,270,7
503,270,13
504,271,7
505,272,4
506,272,7
507,273,7
508,273,10
509,273,14
510,274,4
511,275,4
512,276,4
513,276,13
514,277,7
515,278,4
516,279,7
517,280,7
518,280,15
519,281,4
520,281,7
521,281,13
522,282,7
523,283,5
524,283,7
525,284,0
526,284,5
527,285,7
528,285,10
529,287,4
530,287,13
531,288,0
532,288,5
533,288,15
534,289,4
535,289,13
536,290,5
537,290,7
538,291,7
539,291,15
540,292,0
541,292,7
542,292,14
543,292,15
544,293,0
545,293,5
546,293,7
547,293,15
548,294,4
549,294,13
550,295,4
551,295,13
552,296,4
553,296,5
554,296,7
555,296,15
556,298,7
557,299,7
558,300,7
559,301,7
560,301,13
561,302,7
562,302,13
563,303,0
564,303,15
565,303,17
566,304,4
567,304,7
568,305,4
569,306,7
570,307,7
571,308,4
572,308,7
573,310,4
574,311,10
575,311,15
576,312,4
577,313,2
578,313,3
579,314,3
580,314,7
581,314,8
582,314,12
583,315,0
584,315,7
585,315,15
586,316,0
587,316,1
588,316,14
589,317,4
590,317,7
591,317,8
592,318,5
593,318,7
594,319,4
595,319,7
596,319,15
597,320,9
598,320,15
599,321,7
600,322,4
601,322,7
602,324,4
603,324,7
604,325,4
605,326,7
606,327,0
607,327,4
608,327,14
609,328,10
610,328,15
611,329,1
612,329,7
613,329,14
614,330,0
615,330,5
616,330,10
617,331,7
618,332,10
619,332,14
620,333,4
621,334,7
622,335,12
623,335,15
624,336,7
625,336,16
626,337,7
627,338,0
628,338,14
629,338,15
630,339,4
631,339,13
632,340,1
633,340,7
634,340,16
635,341,7
636,342,4
637,343,3
638,344,4
639,345,4
640,345,7
641,346,7
642,346,11
643,347,7
644,347,9
645,347,13
646,348,4
647,349,0
648,349,5
649,349,7
650,349,15
651,350,7
652,350,12
653,350,15
654,351,4
655,351,7
656,351,13
657,352,4
658,352,7
659,353,0
660,353,5
661,353,8
662,353,15
663,354,7
664,355,3
665,355,4
666,355,8
667,356,4
668,356,7
669,356,13
670,356,16
671,357,4
672,357,13
673,358,7
674,359,4
675,359,7
676,359,13
677,360,0
678,360,4
679,361,4
680,361,7
681,361,13
682,362,1
683,362,3
684,362,13
685,363,6
686,364,1
687,364,2
688,364,3
689,364,7
690,364,11
691,365,7
692,366,7
693,366,10
694,366,12
695,366,15
696,367,0
697,367,4
698,367,5
699,367,8
700,368,1
701,368,4
702,368,17
703,369,7
704,370,0
705,370,4
706,371,4
707,371,7
708,372,4
709,372,7
710,372,13
711,373,15
712,374,3
713,374,4
714,376,0
715,376,15
716,377,0
717,377,13
718,377,15
719,378,4
720,378,13
721,379,0
722,379,14
723,379,15
724,380,0
725,380,1
726,380,4
727,380,13
728,380,15
729,381,7
730,381,13
731,382,7
732,382,10
733,382,13
734,382,15
735,383,17
736,384,0
737,384,5
738,384,7
739,385,7
740,386,7
741,387,0
742,387,4
743,388,7
744,389,7
745,389,13
746,389,16
747,390,0
748,390,5
749,390,7
750,391,5
751,391,7
752,393,0
753,393,1
754,393,8
755,405,0
756,405,8
757,406,7
758,407,10
759,407,15
760,408,7
761,409,5
762,409,7
763,410,3
764,410,4
765,410,8
766,412,7
767,413,4
768,414,4
769,415,4
770,415,15
771,416,17
772,417,4
773,417,13
774,418,7
775,419,4
776,420,0
777,420,4
778,420,5
779,420,15
780,421,1
781,421,3
782,421,7
783,422,15
784,423,0
785,423,15
786,424,7
787,425,7
788,425,13
789,426,10
790,426,14
791,426,15
792,427,7
793,427,12
794,427,13
795,427,15
796,428,7
797,429,4
798,430,4
799,430,7
800,431,5
801,431,7
802,432,1
803,432,4
804,432,17
805,433,4
806,434,0
807,434,1
808,434,15
809,435,4
810,435,14
811,436,7
812,436,15
813,437,4
814,438,0
815,438,4
816,438,7
817,440,4
818,440,13
819,441,4
820,442,0
821,442,1
822,442,14
823,444,4
824,444,13
825,445,4
826,446,7
827,446,13
828,448,7
829,449,4
830,450,4
831,450,7
832,451,7
833,451,12
834,451,13
835,452,7
836,453,4
837,453,13
838,454,7
839,454,15
840,455,1
841,455,3
842,455,7
843,456,5
844,456,7
845,456,15
846,457,15
847,458,7
848,458,17
849,459,0
850,459,1
851,459,5
852,459,7
853,459,13
854,459,15
855,460,4
856,461,7
857,461,13
858,464,0
859,464,1
860,464,5
861,464,15
862,466,0
863,466,4
864,466,16
865,467,4
866,468,4
867,468,13
868,469,7
869,469,13
870,470,4
871,471,4
872,472,4
873,472,7
874,473,4
875,473,16
876,474,0
877,474,15
878,475,7
879,476,4
880,476,7
881,477,7
882,477,11
883,478,4
884,478,5
885,478,7
886,479,0
887,479,5
888,479,15
889,480,0
890,480,1
891,480,14
892,480,15
893,481,7
894,481,15
895,482,5
896,482,7
897,482,15
898,484,1
899,484,3
900,485,0
901,485,1
902,485,4
903,485,8
904,486,4
905,487,4
906,487,17
907,488,7
908,488,13
909,489,4
910,490,15
911,491,7
912,492,4
913,492,12
914,493,0
915,493,5
916,493,7
917,494,0
918,494,1
919,494,15
920,495,7
921,496,4
922,496,7
923,496,13
924,496,15
925,497,4
926,497,13
927,499,4
928,499,13
929,500,4
930,500,7
931,501,7
932,502,0
933,502,3
934,502,13
935,504,0
936,504,7
937,504,14
938,505,4
939,506,7
940,506,8
941,506,13
942,507,5
943,507,7
944,507,15
945,508,7
946,509,7
947,509,13
948,510,7
949,511,0
950,511,7
951,512,10
952,512,14
953,513,4
954,513,12
955,513,13
956,514,4
957,515,7
958,515,13
959,516,4
960,516,7
961,517,0
962,517,7
963,517,12
964,518,4
965,519,0
966,519,5
967,519,7
968,519,14
969,519,15
970,520,4
971,521,5
972,521,15
973,522,0
974,522,7
975,523,7
976,524,7
977,526,7
978,527,7
979,527,16
980,528,4
981,528,7
982,529,7
983,531,3
984,531,7
985,532,4
986,532,5
987,532,10
988,533,0
989,533,1
990,533,8
991,533,12
992,534,7
993,534,13
994,535,7
995,536,7
996,537,7
997,538,7
998,539,4
999,539,7
1000,539,13
1001,540,15
1002,541,0
1003,541,14
1004,541,15
1005,542,4
1006,542,7
1007,542,13
1008,543,4
1009,543,13
1010,543,15
1011,544,0
1012,544,5
1013,546,0
1014,546,1
1015,546,3
1016,546,4
1017,546,8
1018,546,14
1019,547,0
1020,547,1
1021,547,15
1022,548,0
1023,548,12
1024,548,15
1025,549,7
1026,549,11
1027,550,4
1028,550,13
1029,551,2
1030,551,3
1031,551,8
1032,551,11
1033,552,0
1034,552,1
1035,552,4
1036,552,13
1037,553,0
1038,553,7
1039,553,17
1040,555,5
1041,555,15
1042,556,6
1043,558,0
1044,558,1
1045,558,2
1046,558,3
1047,558,8
1048,562,4
1049,562,7
1050,563,7
1051,563,13
1052,564,4
1053,567,4
1054,567,7
1055,568,4
1056,568,7
1057,569,4
1058,569,7
1059,573,7
1060,574,4
1061,574,7
1062,575,3
1063,575,4
1064,577,1
1065,577,3
1066,577,7
1067,579,5
1068,579,15
1069,580,7
1070,581,6
1071,583,4
1072,583,7
1073,585,4
1074,586,3
1075,586,4
1076,587,4
1077,587,7
1078,587,8
1079,587,13
1080,587,15
1081,588,1
1082,588,2
1083,588,3
1084,588,4
1085,588,11
1086,589,0
1087,589,14
1088,590,1
1089,590,7
1090,590,17
1091,592,0
1092,592,5
1093,592,15
1094,593,5
1095,593,10
1096,593,15
1097,594,2
1098,594,3
1099,594,7
1100,594,8
1101,594,11
1102,595,2
1103,595,3
1104,595,8
1105,595,11
1106,595,13
1107,596,2
1108,596,3
1109,596,8
1110,596,11
1111,597,4
1112,597,13
1113,599,1
1114,599,17
1115,600,0
1116,600,4
1117,600,5
1118,602,6
1119,605,7
1120,605,13
1121,606,8
1122,606,10
1123,608,4
1124,608,5
1125,608,7
1126,608,15
1127,609,1
1128,609,3
1129,610,0
1130,610,1
1131,610,2
1132,610,10
1133,610,14
1134,611,0
1135,611,10
1136,611,14
1137,612,4
1138,613,7
1139,613,13
1140,615,4
1141,615,7
1142,616,2
1143,616,3
1144,617,4
1145,617,7
1146,618,4
1147,618,13
1148,619,4
1149,626,4
1150,627,7
1151,627,15
1152,628,5
1153,628,7
1154,628,12
1155,628,15
1156,631,1
1157,631,2
1158,631,3
1159,631,8
1160,631,11
1161,631,13
1162,632,7
1163,632,16
1164,633,4
1165,634,4
1166,635,4
1167,635,7
1168,636,7
1169,637,4
1170,638,13
1171,639,4
1172,639,7
1173,640,7
1174,640,15
1175,645,7
1176,647,0
1177,647,5
1178,647,7
1179,647,16
1180,648,0
1181,648,1
1182,648,12
1183,648,15
1184,649,4
1185,649,7
1186,650,7
1187,653,0
1188,653,1
1189,653,8
1190,656,4
1191,661,1
1192,661,2
1193,661,3
1194,661,8
1195,661,11
1196,662,15
1197,663,4
1198,665,4
1199,665,7
1200,665,16
1201,667,0
1202,668,7
1203,670,7
1204,671,4
1205,671,14
1206,673,1
1207,673,2
1208,673,3
1209,673,4
1210,673,8
1211,673,14
1212,674,1
1213,674,4
1214,674,14
1215,678,7
1216,678,15
1217,679,7
1218,680,7
1219,680,12
1220,680,13
1221,680,14
1222,680,15
1223,685,7
1224,688,0
1225,688,1
1226,688,4
1227,688,16
1228,691,4
1229,691,13
1230,692,0
1231,692,14
1232,692,15
1233,694,0
1234,694,5
1235,694,7
1236,695,12
1237,695,15
1238,697,7
1239,697,13
1240,698,7
1241,700,4
1242,703,7
1243,704,0
1244,704,1
1245,706,7
1246,707,5
1247,707,7
1248,707,15
1249,708,4
1250,708,13
1251,709,1
1252,709,2
1253,709,3
1254,709,4
1255,709,11
1256,710,4
1257,711,1
1258,711,3
1259,714,7
1260,714,12
1261,714,17
1262,715,7
1263,715,13
1264,718,4
1265,718,8
1266,718,14
1267,719,4
1268,720,1
1269,720,2
1270,720,4
1271,722,6
1272,724,7
1273,724,8
1274,724,10
1275,724,15
1276,725,4
1277,726,7
1278,728,4
1279,731,5
1280,731,15
1281,733,0
1282,733,1
1283,733,15
1284,735,10
1285,736,0
1286,736,1
1287,736,13
1288,736,15
1289,737,0
1290,737,14
1291,741,2
1292,741,14
1293,742,10
1294,742,15
1295,743,4
1296,745,2
1297,745,3
1298,745,4
1299,747,4
1300,748,0
1301,748,14
1302,748,15
1303,750,4
1304,750,16
1305,757,7
1306,759,6
1307,760,7
1308,760,16
1309,761,0
1310,761,1
1311,762,4
1312,762,5
1313,764,7
1314,764,13
1315,765,4
1316,765,7
1317,766,7
1318,773,7
1319,775,10
1320,775,12
1321,778,4
1322,778,5
1323,778,7
1324,779,7
1325,779,13
1326,780,0
1327,780,1
1328,780,14
1329,780,15
1330,781,7
1331,782,7
1332,782,15
1333,783,2
1334,783,3
1335,783,7
1336,783,11
1337,783,13
1338,784,4
1339,784,15
1340,785,4
1341,786,0
1342,786,7
1343,786,15
1344,788,4
1345,788,8
1346,788,13
1347,788,14
1348,790,7
1349,791,6
1350,795,7
1351,798,0
1352,798,1
1353,798,7
1354,798,15
1355,799,4
1356,799,10
1357,799,15
1358,800,7
1359,800,12
1360,800,17
1361,801,3
1362,801,4
1363,802,7
1364,802,13
1365,803,4
1366,803,7
1367,803,13
1368,804,4
1369,804,13
1370,805,7
1371,805,15
1372,806,5
1373,806,7
1374,808,1
1375,808,3
1376,809,0
1377,809,1
1378,810,3
1379,810,4
1380,810,8
1381,813,4
1382,818,4
1383,823,7
1384,824,7
1385,824,12
1386,828,1
1387,828,3
1388,829,4
1389,829,8
1390,829,11
1391,830,4
1392,832,5
1393,832,15
1394,833,4
1395,835,7
1396,836,0
1397,836,1
1398,836,15
1399,837,3
1400,837,4
1401,837,8
1402,838,4
1403,838,7
1404,838,13
1405,839,0
1406,839,15
1407,840,3
1408,840,4
1409,841,10
1410,842,4
1411,842,10
1412,848,7
1413,849,0
1414,849,1
1415,849,14
1416,849,15
1417,851,7
1418,852,4
1419,852,7
1420,852,13
1421,858,5
1422,858,7
1423,861,0
1424,861,4
1425,861,5
1426,861,15
1427,866,5
1428,866,7
1429,866,13
1430,866,15
1431,867,4
1432,867,5
1433,869,5
1434,869,7
1435,869,11
1436,869,15
1437,870,4
1438,875,0
1439,875,5
1440,875,7
1441,876,0
1442,876,4
1443,876,5
1444,876,15
1445,879,10
1446,879,15
1447,880,14
1448,880,15
1449,881,3
1450,881,4
1451,882,7
1452,882,15
1453,885,3
1454,885,7
1455,885,8
1456,886,0
1457,886,4
1458,886,5
1459,888,1
1460,888,2
1461,888,3
1462,888,11
1463,889,7
1464,889,13
1465,891,10
1466,891,15
1467,892,4
1468,892,7
1469,892,13
1470,893,7
1471,896,7
1472,897,1
1473,897,7
1474,897,13
1475,897,16
1476,898,4
1477,898,7
1478,898,13
1479,899,4
1480,899,11
1481,899,13
1482,900,11
1483,900,13
1484,901,4
1485,901,11
1486,902,7
1487,902,13
1488,903,7
1489,903,12
1490,903,13
1491,903,15
1492,904,12
1493,904,15
1494,905,4
1495,905,13
1496,906,7
1497,906,15
1498,907,4
1499,907,11
1500,907,13
1501,908,0
1502,908,1
1503,908,12
1504,908,13
1505,908,15
1506,909,4
1507,909,7
1508,909,13
1509,910,4
1510,910,5
1511,911,4
1512,911,5
1513,911,12
1514,911,13
1515,911,15
1516,912,7
1517,912,13
1518,913,9
1519,913,12
1520,914,4
1521,914,7
1522,914,11
1523,914,13
1524,915,4
1525,915,13
1526,916,4
1527,916,7
1528,916,13
1529,917,3
1530,917,7
1531,918,11
1532,919,1
1533,919,3
1534,919,8
1535,919,11
1536,920,7
1537,920,13
1538,920,16
1539,921,4
1540,922,7
1541,922,9
1542,922,13
1543,923,7
1544,923,12
1545,924,1
1546,924,7
1547,924,14
1548,926,7
1549,927,4
1550,928,7
1551,928,12
1552,928,13
1553,928,15
1554,929,7
1555,929,9
1556,929,12
1557,929,15
1558,930,9
1559,930,13
1560,930,15
1561,931,12
1562,931,13
1563,931,15
1564,932,7
1565,932,13
1566,933,5
1567,933,12
1568,933,13
1569,933,15
1570,934,4
1571,935,4
1572,935,11
1573,936,4
1574,936,13
1575,937,4
1576,937,13
1577,938,11
1578,940,0
1579,940,1
1580,940,13
1581,941,1
1582,942,5
1583,942,9
1584,942,12
1585,943,7
1586,943,8
1587,943,13
1588,944,7
1589,945,4
1590,945,11
1591,945,13
1592,946,4
1593,946,7
1594,946,16
1595,947,4
1596,947,13
1597,948,7
1598,948,13
1599,948,17
1600,949,7
1601,950,4
1602,950,5
1603,951,4
1604,951,13
1605,952,1
1606,952,4
1607,953,3
1608,953,7
1609,953,8
1610,953,13
1611,954,7
1612,955,4
1613,955,13
1614,956,7
1615,956,13
1616,959,7
1617,961,7
1618,963,11
1619,965,7
1620,965,12
1621,965,15
1622,968,10
1623,968,14
1624,968,15
1625,969,1
1626,969,4
1627,969,13
1628,969,16
1629,970,1
1630,970,4
1631,970,5
1632,970,7
1633,970,13
1634,971,7
1635,973,4
1636,973,7
1637,976,13
1638,976,16
1639,979,7
1640,979,16
1641,981,7
1642,982,7
1643,984,4
1644,984,7
1645,986,1
1646,986,3
1647,987,7
1648,987,13
1649,988,4
1650,988,7
1651,990,0
1652,990,1
1653,990,15
1654,991,7
1655,993,7
1656,994,4
1657,994,7
1658,996,0
1659,996,5
1660,996,7
1661,996,15
1662,998,0
1663,998,5
1664,999,5
1665,999,9
1666,1003,7
1667,1003,15
1668,1004,0
1669,1004,15
1670,1005,3
1671,1005,4
1672,1006,7
1673,1007,3
1674,1007,4
1675,1007,17
1676,1008,1
1677,1008,17
1678,1009,1
1679,1009,3
1680,1009,8
1681,1010,3
1682,1010,4
1683,1011,3
1684,1011,4
1685,1011,8
1686,1011,13
1687,1012,3
1688,1012,7
1689,1013,3
1690,1013,4
1691,1013,13
1692,1014,3
1693,1014,4
1694,1014,7
1695,1015,1
1696,1015,3
1697,1015,7
1698,1016,3
1699,1016,4
1700,1017,1
1701,1017,3
1702,1018,3
1703,1018,4
1704,1018,12
1705,1019,1
1706,1019,7
1707,1019,14
1708,1020,4
1709,1021,3
1710,1021,4
1711,1022,2
1712,1022,3
1713,1022,8
1714,1022,11
1715,1022,13
1716,1023,2
1717,1023,3
1718,1023,11
1719,1024,2
1720,1024,3
1721,1024,11
1722,1025,2
1723,1025,3
1724,1025,8
1725,1025,11
1726,1027,1
1727,1027,7
1728,1028,3
1729,1028,4
1730,1028,8
1731,1028,11
1732,1029,2
1733,1029,3
1734,1029,7
1735,1029,11
1736,1030,1
1737,1030,2
1738,1030,3
1739,1030,11
1740,1031,1
1741,1031,3
1742,1031,11
1743,1032,1
1744,1032,2
1745,1032,3
1746,1032,8
1747,1032,11
1748,1033,2
1749,1033,3
1750,1033,7
1751,1034,4
1752,1034,5
1753,1034,7
1754,1034,15
1755,1035,11
1756,1035,13
1757,1036,0
1758,1036,5
1759,1036,15
1760,1037,0
1761,1037,10
1762,1037,14
1763,1037,15
1764,1040,7
1765,1041,7
1766,1042,4
1767,1042,7
1768,1043,7
1769,1043,13
1770,1046,7
1771,1046,13
1772,1047,0
1773,1047,7
1774,1047,15
1775,1049,0
1776,1049,1
1777,1050,6
1778,1050,7
1779,1051,7
1780,1053,5
1781,1053,7
1782,1053,13
1783,1054,7
1784,1055,15
1785,1056,7
1786,1057,4
1787,1057,11
1788,1057,13
1789,1059,7
1790,1059,13
1791,1060,4
1792,1060,7
1793,1061,15
1794,1064,2
1795,1064,3
1796,1064,4
1797,1064,8
1798,1064,11
1799,1064,13
1800,1066,4
1801,1066,11
1802,1066,13
1803,1068,5
1804,1068,9
1805,1073,3
1806,1073,4
1807,1073,8
1808,1073,11
1809,1076,7
1810,1076,10
1811,1076,15
1812,1077,4
1813,1077,14
1814,1078,4
1815,1078,16
1816,1079,4
1817,1079,5
1818,1080,4
1819,1081,4
1820,1081,11
1821,1081,13
1822,1082,7
1823,1083,4
1824,1083,11
1825,1084,5
1826,1084,7
1827,1085,1
1828,1085,7
1829,1086,5
1830,1086,12
1831,1086,15
1832,1088,7
1833,1088,11
1834,1088,13
1835,1089,5
1836,1089,12
1837,1089,15
1838,1090,7
1839,1090,16
1840,1091,4
1841,1092,5
1842,1092,12
1843,1092,15
1844,1093,7
1845,1094,7
1846,1094,13
1847,1094,15
1848,1095,7
1849,1096,7
1850,1097,3
1851,1097,7
1852,1097,14
1853,1099,3
1854,1099,7
1855,1099,8
1856,1100,0
1857,1100,7
1858,1100,13
1859,1101,0
1860,1101,13
1861,1103,7
1862,1104,7
1863,1105,10
1864,1107,4
1865,1111,6
1866,1112,0
1867,1112,4
1868,1112,7
1869,1114,5
1870,1114,7
1871,1116,7
1872,1117,7
1873,1119,7
1874,1120,4
1875,1120,7
1876,1121,7
1877,1123,6
1878,1124,7
1879,1125,4
1880,1125,5
1881,1126,4
1882,1126,8
1883,1127,0
1884,1127,1
1885,1127,14
1886,1127,15
1887,1128,10
1888,1129,0
1889,1129,1
1890,1129,14
1891,1129,15
1892,1130,10
1893,1130,12
1894,1131,7
1895,1131,12
1896,1132,7
1897,1135,4
1898,1136,1
1899,1136,4
1900,1136,8
1901,1137,13
1902,1140,7
1903,1144,6
1904,1147,6
1905,1148,2
1906,1148,3
1907,1148,4
1908,1148,5
1909,1150,7
1910,1151,2
1911,1151,4
1912,1151,7
1913,1151,8
1914,1156,7
1915,1161,7
1916,1161,16
1917,1162,4
1918,1162,7
1919,1163,7
1920,1167,4
1921,1170,0
1922,1171,4
1923,1172,7
1924,1173,4
1925,1173,7
1926,1175,4
1927,1175,7
1928,1175,13
1929,1176,7
1930,1176,8
1931,1176,13
1932,1177,7
1933,1177,13
1934,1178,7
1935,1178,16
1936,1179,5
1937,1179,7
1938,1179,9
1939,1180,4
1940,1183,7
1941,1183,13
1942,1183,16
1943,1184,4
1944,1184,7
1945,1185,7
1946,1186,7
1947,1187,7
1948,1188,4
1949,1188,13
1950,1189,6
1951,1190,5
1952,1190,7
1953,1190,13
1954,1191,6
1955,1191,11
1956,1192,6
1957,1193,7
1958,1194,4
1959,1196,0
1960,1196,1
1961,1196,14
1962,1197,0
1963,1197,1
1964,1197,4
1965,1197,8
1966,1197,13
1967,1198,0
1968,1198,1
1969,1199,8
1970,1199,14
1971,1200,0
1972,1200,1
1973,1200,10
1974,1200,14
1975,1201,0
1976,1201,1
1977,1201,17
1978,1202,4
1979,1203,7
1980,1204,1
1981,1204,7
1982,1204,16
1983,1206,5
1984,1206,7
1985,1206,14
1986,1206,15
1987,1207,7
1988,1208,0
1989,1208,7
1990,1208,16
1991,1209,0
1992,1209,7
1993,1209,17
1994,1210,0
1995,1210,1
1996,1210,14
1997,1211,7
1998,1211,8
1999,1211,13
2000,1212,9
2001,1212,12
2002,1212,15
2003,1213,5
2004,1213,7
2005,1214,10
2006,1214,14
2007,1215,0
2008,1215,1
2009,1215,4
2010,1215,8
2011,1215,10
2012,1216,1
2013,1216,7
2014,1216,13
2015,1217,7
2016,1217,16
2017,1218,0
2018,1218,5
2019,1218,7
2020,1218,15
2021,1219,5
2022,1219,10
2023,1220,0
2024,1220,4
2025,1220,11
2026,1221,5
2027,1221,7
2028,1222,7
2029,1222,16
2030,1223,1
2031,1223,2
2032,1223,3
2033,1223,4
2034,1223,14
2035,1224,0
2036,1224,7
2037,1224,13
2038,1224,16
2039,1225,7
2040,1226,7
2041,1226,13
2042,1227,5
2043,1227,7
2044,1228,7
2045,1230,4
2046,1230,13
2047,1231,7
2048,1232,7
2049,1232,12
2050,1232,14
2051,1233,0
2052,1233,7
2053,1233,16
2054,1234,4
2055,1234,5
2056,1235,4
2057,1235,7
2058,1235,13
2059,1236,4
2060,1236,7
2061,1236,13
2062,1237,7
2063,1238,4
2064,1240,0
2065,1240,14
2066,1240,15
2067,1241,4
2068,1241,8
2069,1241,10
2070,1242,7
2071,1242,16
2072,1243,4
2073,1243,7
2074,1244,4
2075,1244,7
2076,1244,13
2077,1245,5
2078,1245,7
2079,1245,9
